0.984252 0.325490 0.000000
0.984252 0.333333 0.000000
0.984252 0.341176 0.000000

1.000000 -0.325490 -0.650980
1.000000 -0.317647 -0.635294
1.000000 -0.309804 -0.619608
1.000000 -0.301961 -0.603922
1.000000 -0.294118 -0.588235
1.000000 -0.286275 -0.572549
1.000000 -0.278431 -0.556863
1.000000 -0.270588 -0.541176
1.000000 -0.262745 -0.525490
1.000000 -0.254902 -0.509804
1.000000 -0.247059 -0.494118
1.000000 -0.239216 -0.478431
1.000000 -0.231373 -0.462745
1.000000 -0.223529 -0.447059
1.000000 -0.215686 -0.431373
1.000000 -0.207843 -0.415686
1.000000 -0.200000 -0.400000
1.000000 -0.192157 -0.384314
1.000000 -0.184314 -0.368627
1.000000 -0.176471 -0.352941
1.000000 -0.168627 -0.337255
1.000000 -0.160784 -0.321569
1.000000 -0.152941 -0.305882
1.000000 -0.145098 -0.290196
1.000000 -0.137255 -0.274510
1.000000 -0.129412 -0.258824
1.000000 -0.121569 -0.243137
1.000000 -0.113725 -0.227451
1.000000 -0.105882 -0.211765
1.000000 -0.098039 -0.196078
1.000000 -0.090196 -0.180392
1.000000 -0.082353 -0.164706
1.000000 -0.074510 -0.149020
1.000000 -0.066667 -0.133333
1.000000 -0.058824 -0.117647
1.000000 -0.050980 -0.101961
1.000000 -0.043137 -0.086275
1.000000 -0.035294 -0.070588
1.000000 -0.027451 -0.054902
1.000000 -0.019608 -0.039216
1.000000 -0.011765 -0.023529
1.000000 -0.003922 -0.007843
1.000000 0.003922 0.007843
1.000000 0.011765 0.023529
1.000000 0.019608 0.039216
1.000000 0.027451 0.054902
1.000000 0.035294 0.070588
1.000000 0.043137 0.086275
1.000000 0.050980 0.101961
1.000000 0.058824 0.117647
1.000000 0.066667 0.133333
1.000000 0.074510 0.149020
1.000000 0.082353 0.164706
1.000000 0.090196 0.180392
1.000000 0.098039 0.196078
1.000000 0.105882 0.211765
1.000000 0.113725 0.227451
1.000000 0.121569 0.243137
1.000000 0.129412 0.258824
1.000000 0.137255 0.274510
1.000000 0.145098 0.290196
1.000000 0.152941 0.305882
1.000000 0.160784 0.321569
1.000000 0.168627 0.337255
1.000000 0.176471 0.352941
1.000000 0.184314 0.368627
1.000000 0.192157 0.384314
1.000000 0.200000 0.400000
1.000000 0.207843 0.415686
1.000000 0.215686 0.431373
1.000000 0.223529 0.447059
1.000000 0.231373 0.462745
1.000000 0.239216 0.478431
1.000000 0.247059 0.494118
1.000000 0.254902 0.509804
1.000000 0.262745 0.525490
1.000000 0.270588 0.541176
1.000000 0.278431 0.556863
1.000000 0.286275 0.572549
1.000000 0.294118 0.588235
1.000000 0.301961 0.603922
1.000000 0.309804 0.619608
1.000000 0.317647 0.635294
1.000000 0.325490 0.650980
1.000000 0.333333 0.666667
1.000000 0.341176 0.682353

